sample_id,slot_idx,source_idx,phrase,gt_area,area_frac,soft_iou,mass_in_gt,gt_coverage,peak_in_gt,pred_sum,slices
2401156,0,0,The person is wearing goggles.,180,0.003587372448979592,0.005617636030688267,0.005849667130552495,0.12405527962578668,0,3817.302734375,overall|small|part
2401156,1,3,The person is wearing a shoe.,792,0.015784438775510203,0.0027576753831053125,0.003215416764724475,0.019003246769760593,0,4680.7529296875,overall|small|part
2401156,2,7,a camera on a helmet,130,0.002590880102040816,0.0031038403845585105,0.0031940959984787277,0.09897180703970102,0,4028.16162109375,overall|small|part
2401156,3,1,The flag has the word forum on it.,4590,0.0914779974489796,0.09269752924457987,0.11533098705416221,0.32081333401416123,0,12767.888671875,overall|text
2401156,4,5,the hoodie has yellow letters,1120,0.022321428571428572,0.04924888599841806,0.05360549508905514,0.3773266111101423,0,7883.62841796875,overall|text
2401156,5,6,a black metal rail,2556,0.0509406887755102,0.012999986578026016,0.016133761514583872,0.06273002206626259,0,9938.0380859375,overall|part
2401156,6,2,the sky is gray,2610,0.05201690051020408,0.07579246747411204,0.0964973862923943,0.26103197587404214,1,7060.22705078125,overall
2401157,0,2,Sign in the window.,986,0.019650829081632654,0.005611822856814772,0.006798778953093961,0.031142962148175038,0,4516.54052734375,overall|small|text|part
2401157,1,3,England's flag shirt on man.,198,0.003946109693877551,0.005366886211087975,0.005708124873339141,0.08237977461381392,0,2857.5400390625,overall|small|text
2401157,2,4,There is an X on the building,180,0.003587372448979592,0.009386596489040921,0.00985791366924792,0.1641080962287055,0,2996.522216796875,overall|small
2401157,3,1,Advertising on the building.,1826,0.03639190051020408,0.04776828720238246,0.07205277236329287,0.12413609850445817,0,3145.923583984375,overall|text
2401157,4,0,Motorcycles lined up,15914,0.31716358418367346,0.32260755423186405,0.5975627148685835,0.41215411007996106,1,10976.2880859375,overall
2401157,5,5,Brookes Bros store front,1540,0.030691964285714284,0.034121664575942914,0.039205085032365666,0.20833339938869724,0,8183.46484375,overall
2401158,0,0,Power pole on the street,697,0.013891103316326531,0.004344209991476193,0.004678025128142192,0.05738541043471743,0,8550.1103515625,overall|small
2401158,1,1,Yellow garbage can on the street,15,0.00029894770408163266,0.0003753594975923674,0.00037599922190751034,0.18074305852254233,0,7210.50927734375,overall|small
2401158,2,7,license plate on the bus,85,0.0016940369897959183,0.007214248841370584,0.007399644007031829,0.22356693043428308,0,2568.1220703125,overall|small
2401158,3,8,Red words on the bus,420,0.008370535714285714,0.008680476707450292,0.009081132741271508,0.16440269833519344,0,7603.58154296875,overall|small
2401158,4,6,The trees have a few leaves.,5440,0.10841836734693877,0.04015703202223175,0.07143148094035115,0.08401378182803883,0,6398.22900390625,overall|part
2401158,5,2,The tree is bare.,11832,0.23580994897959184,0.1971626525018579,0.44284751638248154,0.2622028631967334,1,7005.5361328125,overall
2401158,6,3,Traffic on the streets.,3808,0.07589285714285714,0.07974254344945067,0.09979753733106753,0.2840852497004661,0,10839.9130859375,overall
2401159,0,0,books sitting on a coffee table,899,0.017916932397959183,0.02066307130085509,0.02309177533478825,0.1642021544120203,0,6392.654296875,overall|small
2401159,1,2,a vent in the floor,475,0.009466677295918368,0.03979118046310189,0.04198249407611603,0.43257362767269736,0,4894.24169921875,overall|small
2401159,2,5,corner of a mounted painting,986,0.019650829081632654,0.011559630874629578,0.012495980461745108,0.13365018585390784,0,10545.7177734375,overall|small
2401159,3,6,TV on the wall,704,0.01403061224489796,0.0303155687430909,0.033996512547670825,0.21874325925653632,0,4529.73681640625,overall|small
2401159,4,8,White pillow on the couch,405,0.008071588010204082,0.020232499638596756,0.02027359928657666,0.9089275595582562,0,18157.390625,overall|small
2401159,5,3,A door you can see through,7203,0.1435546875,0.11883625839995651,0.2901752876542295,0.16753934314478341,1,4158.81689453125,overall|part
2401159,6,7,trees outside the window,3584,0.07142857142857142,0.17655525921884366,0.5092198665970274,0.2127586773463658,1,1497.4417724609375,overall|part
2401160,0,0,black laptop with stickers,16472,0.3282844387755102,0.24697802936440877,0.6633225189472265,0.28237572661182614,1,7012.11376953125,overall
2401160,1,1,a laptop screen across from the young man,4092,0.08155293367346939,0.13245390990927386,0.1558971203707448,0.46831622081767776,1,12292.4013671875,overall
2401160,2,2,a picture is hanging on the wall,1026,0.020448022959183673,0.04361099505954227,0.06633920579274707,0.1129183704160575,1,1746.391845703125,overall
2401160,3,3,Bottle on the table.,2904,0.05787627551020408,0.03132025541036201,0.06442981566588679,0.057446650565491565,0,2589.252685546875,overall
2401161,0,2,The head of the teddy bear.,1260,0.025111607142857144,0.08354978523706569,0.09087999591893013,0.5088048541356647,1,7054.29296875,overall|part
2401161,1,0,Windows on the building.,8428,0.16796875,0.11739499400822749,0.2842421523095148,0.16666322915430706,0,4941.69384765625,overall
2401161,2,1,feet of the teddy bear,1240,0.024713010204081634,0.014339646984297556,0.01653901905533458,0.09733643070344002,0,7297.72265625,overall
2401161,3,3,white wispy clouds,1760,0.035076530612244895,0.02315264692836238,0.028127867054046515,0.1157451022755016,0,7242.3330078125,overall
2401161,4,4,building made of grey concrete,6604,0.13161670918367346,0.033324804393035125,0.06359141434724988,0.06543524203193614,0,6795.482421875,overall
