sample_id,slot_idx,source_idx,phrase,gt_area,area_frac,soft_iou,mass_in_gt,gt_coverage,peak_in_gt,pred_sum,slices
2401156,0,0,The person is wearing goggles.,180,0.003587372448979592,0.00859608746563681,0.008921332018019921,0.1907992892795139,0,3849.635009765625,overall|small|part
2401156,1,3,The person is wearing a shoe.,792,0.015784438775510203,0.029339895020088966,0.03447132766153756,0.1646451468419547,0,3782.82373046875,overall|small|part
2401156,2,7,a camera on a helmet,130,0.002590880102040816,0.0017826913328008785,0.001925506396098301,0.02347103449014517,0,1584.6400146484375,overall|small|part
2401156,3,1,The flag has the word forum on it.,4590,0.0914779974489796,0.03509640318833756,0.06080651680316133,0.07664395999285131,0,5785.49462890625,overall|text
2401156,4,5,the hoodie has yellow letters,1120,0.022321428571428572,0.029302462331893382,0.03054590782030831,0.4185474395751953,0,15346.51171875,overall|text
2401156,5,6,a black metal rail,2556,0.0509406887755102,0.013283474964376388,0.015014904753970899,0.10329493371906788,0,17583.984375,overall|part
2401156,6,2,the sky is gray,2610,0.05201690051020408,4.154605580396422e-05,8.988801188780985e-05,7.724560997038508e-05,0,2242.91357421875,overall
2401157,0,2,Sign in the window.,986,0.019650829081632654,0.0014865617262408606,0.004905884381410231,0.0021283099424041067,0,427.75439453125,overall|small|text|part
2401157,1,3,England's flag shirt on man.,198,0.003946109693877551,0.0013733963380367482,0.0014697460456787569,0.020520277697630603,0,2764.433349609375,overall|small|text
2401157,2,4,There is an X on the building,180,0.003587372448979592,1.541590797584079e-05,1.6326805019605785e-05,0.00027623648444811505,0,3045.4560546875,overall|small
2401157,3,1,Advertising on the building.,1826,0.03639190051020408,0.006909102288626691,0.009912374363121994,0.02229525095008942,0,4107.1015625,overall|text
2401157,4,0,Motorcycles lined up,15914,0.31716358418367346,0.16782565941628877,0.23586007464565978,0.36781440476938543,0,24817.25,overall
2401157,5,5,Brookes Bros store front,1540,0.030691964285714284,0.04938985078880317,0.05421340366367141,0.35695777001318996,0,10139.8349609375,overall
2401158,0,0,Power pole on the street,697,0.013891103316326531,0.015711623184342965,0.01638972299235999,0.2752316008339311,0,11704.677734375,overall|small
2401158,1,1,Yellow garbage can on the street,15,0.00029894770408163266,0.00010164311935566094,0.00010173084768598682,0.10543888409932455,0,15546.7421875,overall|small
2401158,2,7,license plate on the bus,85,0.0016940369897959183,0.007940600563478468,0.008072534294521365,0.3269871880026425,0,3443.021728515625,overall|small
2401158,3,8,Red words on the bus,420,0.008370535714285714,0.008510473323676285,0.008906467899144023,0.16066004435221354,0,7576.2041015625,overall|small
2401158,4,6,The trees have a few leaves.,5440,0.10841836734693877,0.0025802535348684067,0.012592279715155825,0.003234727242413689,0,1397.4368896484375,overall|part
2401158,5,2,The tree is bare.,11832,0.23580994897959184,0.03788914028820865,0.14368215316279437,0.04894048704981723,0,4030.17236328125,overall
2401158,6,3,Traffic on the streets.,3808,0.07589285714285714,0.04165306253160794,0.06349444179573623,0.10800969099798122,0,6477.74658203125,overall
2401159,0,0,books sitting on a coffee table,899,0.017916932397959183,0.00801718061783968,0.009257733236643056,0.056451485605208046,0,5481.89111328125,overall|small
2401159,1,2,a vent in the floor,475,0.009466677295918368,0.006906160957038244,0.007733655940290601,0.06063069393760279,0,3723.92822265625,overall|small
2401159,2,5,corner of a mounted painting,986,0.019650829081632654,0.0002848655602728473,0.0003297408241346351,0.002088803306796246,0,6245.99658203125,overall|small
2401159,3,6,TV on the wall,704,0.01403061224489796,0.00029564321031127214,0.0004406641535640805,0.0008975423195145347,0,1433.9033203125,overall|small
2401159,4,8,White pillow on the couch,405,0.008071588010204082,0.020830528133067048,0.020996640019258172,0.7247447072723765,0,13979.4560546875,overall|small
2401159,5,3,A door you can see through,7203,0.1435546875,0.3261090064650205,0.34488311959003193,0.8569521678250381,1,17897.734375,overall|part
2401159,6,7,trees outside the window,3584,0.07142857142857142,0.0415403519122895,0.14103972544305338,0.05560876216207232,0,1413.08984375,overall|part
2401160,0,0,black laptop with stickers,16472,0.3282844387755102,0.34130558720239684,0.536065109755119,0.4843833297129219,0,14883.9423828125,overall
2401160,1,1,a laptop screen across from the young man,4092,0.08155293367346939,0.0899827313314995,0.12456379934572559,0.24478432812881842,0,8041.32080078125,overall
2401160,2,2,a picture is hanging on the wall,1026,0.020448022959183673,0.004105800459340094,0.011076210997260468,0.006481961664865356,0,600.4302978515625,overall
2401160,3,3,Bottle on the table.,2904,0.05787627551020408,0.04068909136596025,0.0467587511907581,0.23864977287523675,0,14821.587890625,overall
2401161,0,2,The head of the teddy bear.,1260,0.025111607142857144,0.046528386161510116,0.05442210515612235,0.24287349155970983,0,5623.09375,overall|part
2401161,1,0,Windows on the building.,8428,0.16796875,0.01442480844891738,0.05001193337826328,0.019868951190066778,0,3348.311279296875,overall
2401161,2,1,feet of the teddy bear,1240,0.024713010204081634,0.01126157266446848,0.012662819150934677,0.09236861198179183,0,9045.1484375,overall
2401161,3,3,white wispy clouds,1760,0.035076530612244895,0.00034228018235908745,0.020905426024985158,0.00034785649993202905,0,29.28557586669922,overall
2401161,4,4,building made of grey concrete,6604,0.13161670918367346,0.038526923745347094,0.07834604789359295,0.07046228751928282,0,5939.45654296875,overall
2401161,5,5,building holding the bear,1110,0.022122130102040817,0.031093965320826474,0.033122631919325976,0.33672938991237333,0,11284.41796875,overall
2401163,0,5,yellow umbrella in garden,288,0.005739795918367347,0.008377674767488973,0.008549951908425507,0.29367362128363717,0,9892.2197265625,overall|small
2401163,1,0,Flower pedals on the path,2090,0.04165338010204082,0.0008120077903974448,0.0009651010320599295,0.005092833943344189,0,11028.9208984375,overall
2401163,2,1,blue umbrella in garden,1960,0.0390625,0.018947496208401186,0.02296836441362162,0.09766315538056043,0,8334.0625,overall
2401163,3,2,The tree has pink flowers,4850,0.09665975765306123,0.001867432815052515,0.003081927967289185,0.004716485406934601,0,7422.287109375,overall
2401163,4,3,The flowers are pink,1591,0.03170838647959184,0.04513143006192089,0.06752448711882615,0.11978823639625727,0,2822.42919921875,overall
2401163,5,4,The woman is wearing a skirt,1749,0.034857302295918366,0.009235600380494362,0.014236044292189736,0.02561972058112448,0,3147.566162109375,overall
2401164,0,1,car with back to camera,729,0.014528858418367346,0.006947705436037392,0.007186884936203384,0.17270948203339334,0,17518.74609375,overall|small
2401164,1,0,The trees are green.,33726,0.6721540178571429,0.06273666373406156,0.8314573206926924,0.06354477506921588,1,2577.535888671875,overall
2401165,0,6,The nose and nostril of the baby.,560,0.011160714285714286,0.010259043557663557,0.01260974329097731,0.05216152667999267,0,2316.498779296875,overall|small
2401165,1,8,dark eyelashes on a baby,252,0.005022321428571429,0.0017680912052597732,0.0018676038888569648,0.032116920228988405,0,4333.6083984375,overall|small
2401165,2,9,edge of white wall,621,0.012376434948979591,0.0011931465439496266,0.0012688418254825152,0.0196079524434899,0,9596.5771484375,overall|small
2401165,3,3,blue shirt on kid,3230,0.0643734056122449,0.06774840754450316,0.07396785565252936,0.44620777047455495,0,19484.830078125,overall|text
2401165,4,0,brown hair on kid's head,4200,0.08370535714285714,0.030495827846254348,0.04466989956795409,0.08768136887323288,0,8244.0693359375,overall|part
2401165,5,1,The open mouth of the baby.,1125,0.022421077806122448,0.026122588600515664,0.03837038361818353,0.0756470947265625,0,2217.93408203125,overall
2401165,6,2,eyebrow of the kid,1586,0.03160873724489796,0.01405695617857987,0.019382595635046476,0.048670139769738135,0,3982.482177734375,overall
2401166,0,3,a white arm cast,986,0.019650829081632654,0.009620205001823867,0.010828455721900566,0.07937379105821342,0,7227.490234375,overall|small|part
2401166,1,1,a pair of blue and white socks,858,0.01709980867346939,0.0006140664516080451,0.0006755920336187017,0.006697698628707921,0,8506.05859375,overall|small
2401166,2,4,wrist tag on the man,270,0.005381058673469388,0.006319085391113201,0.006385055717602952,0.37950015597873266,0,16047.634765625,overall|small
2401166,3,0,head of a man in wheelchair,2450,0.048828125,0.015493248030069816,0.022511229029124474,0.047344067631935584,0,5152.67138671875,overall|part
2401166,4,5,Left wheel on man's wheelchair.,3560,0.07095025510204081,0.0026758018338131637,0.0038128248098508385,0.008893077293138825,0,8303.3857421875,overall|part
2401166,5,6,a metal gated window,4154,0.08278858418367346,0.14525120647664255,0.2391100794208845,0.2700914099173989,0,4692.23095703125,overall|part
2401166,6,8,Window with metal covering.,1170,0.023317920918367346,0.0013179445190548216,0.007562831771706405,0.0015935450537591918,0,246.52772521972656,overall|part
2401167,0,2,branches of a small tree,195,0.0038863201530612247,0.0003644068841593779,0.0003901605517525972,0.005490347666618152,0,2744.044189453125,overall|small|part
2401167,1,3,edge of a river bank,297,0.005919164540816327,0.0044461658002547715,0.004941008292598866,0.04250788126730357,0,2555.1142578125,overall|small
2401167,2,4,water rippling around the back of the elephant ,390,0.007772640306122449,0.01109798522774126,0.011802698091894452,0.15673844753167568,0,5179.154296875,overall|small
2401167,3,5,photographers name and copy right ,918,0.01829559948979592,0.034139994077674034,0.03594379786245608,0.4048668688938249,0,10340.248046875,overall|small
2401167,4,7,section of water plantation,253,0.005042251275510204,0.0017277161980284188,0.0017846646840554358,0.05136261061717399,0,7281.33447265625,overall|small
2401167,5,0,elephants splashing water,11800,0.23517219387755103,0.1452855979598953,0.32544406775488816,0.20788853532176907,1,7537.65380859375,overall
2401167,6,1,river has brown water,10309,0.20545679209183673,0.052401147972109235,0.08509874977959513,0.12001203817659327,0,14538.4521484375,overall
2401168,0,2,blue corner of a napkin,992,0.019770408163265307,0.009381243800156987,0.012796584105700939,0.03395606625464655,0,2632.297607421875,overall|small
2401168,1,3,melted mozzarella cheese on pizza,798,0.015904017857142856,0.026083067454428205,0.02736320567754455,0.35795807420161735,0,10439.220703125,overall|small
2401168,2,6,cheese on a pizza,238,0.004743303571428571,0.0057631186740933794,0.0058155814520045295,0.389816316235967,0,15953.0537109375,overall|small
2401168,3,0,The bottle on the table,4400,0.08769132653061225,0.027847084662736457,0.06023184177098522,0.04924195029518821,0,3597.1767578125,overall
2401168,4,1,round basic white plate,1404,0.027981505102040817,0.04566852713122114,0.09619667163676592,0.07999009352463943,0,1167.46337890625,overall
2401168,5,4,tomatoes on a pizza,4131,0.08233019770408163,0.04423203073483131,0.05335336809721763,0.20554597254845225,0,15914.841796875,overall
2401168,6,5,metallic finish picture frame,2320,0.04623724489795918,0.0009732096154655386,0.005751734941221362,0.001170045959538427,0,471.9457092285156,overall
2401169,0,1,The man's blue tie,330,0.006576849489795918,0.01599844601652025,0.01607447537852991,0.7718178951379024,0,15844.990234375,overall|small
2401169,1,4,three grapes on top of round red cheese,221,0.004404496173469388,0.01201951224611817,0.012028759644373364,0.939884513751414,0,17268.154296875,overall|small
2401169,2,5,A green apple.,800,0.01594387755102041,0.045054982312026676,0.05931606674848455,0.157821683883667,0,2128.55224609375,overall|small
2401169,3,0,the light is turned on,5124,0.10212053571428571,0.006708667606199212,0.01861279908920199,0.010380505212669163,0,2857.6953125,overall
2401169,4,2,a small picture on a wall,1440,0.028698979591836735,0.001342144128884078,0.06783262146840163,0.0013673637476232317,0,29.027387619018555,overall
